date,category,product_name,quantity,price,total_amount,discount,final_amount
12/4/2023,Frozen Foods,Potatoes,2,15.04,30.08,4.51,25.57
2/9/2025,Bakery,Bread,5,25.85,129.25,2.74,126.51
3/3/2025,Personal Care,Yogurt,2,2.12,4.24,2.52,1.72
4/8/2024,Health & Wellness,Orange Juice,4,16.37,65.48,9.82,55.66
10/28/2023,Frozen Foods,Potatoes,4,24.1,96.4,2.92,93.48
8/11/2023,Bakery,Chicken Breast,3,13.16,39.48,7.9,31.58
7/17/2024,Dairy,Apples,4,28.72,114.88,17.23,97.65
3/20/2025,Meat & Seafood,Potatoes,4,18.42,73.68,2.16,71.52
10/25/2023,Bakery,Cheese,1,17.3,17.3,0,17.3
10/13/2023,Snacks & Candy,Tomatoes,4,13.32,53.28,7.99,45.29
7/6/2024,Bakery,Cereal,1,9.94,9.94,4.5,5.44
10/12/2024,Bakery,Chicken Breast,5,18.7,93.5,0,93.5
6/18/2024,Snacks & Candy,Bread,3,27.44,82.32,0,82.32
8/27/2023,Personal Care,Yogurt,3,16.52,49.56,0,49.56
5/7/2024,Frozen Foods,Apples,3,10.6,31.8,1.14,30.66
11/12/2024,Personal Care,Chicken Breast,5,12.53,62.65,12.53,50.12
6/7/2025,Frozen Foods,Bananas,2,19.31,38.62,2.09,36.53
8/16/2023,Snacks & Candy,Tomatoes,2,24.72,49.44,1.31,48.13
6/23/2024,Snacks & Candy,Bananas,1,22.53,22.53,3.94,18.59
4/3/2025,Bakery,Rice,3,13.32,39.96,5.99,33.97
2/20/2025,Beverages,Yogurt,1,8.65,8.65,0.87,7.78
10/24/2024,Snacks & Candy,Bread,2,29.03,58.06,5.81,52.25
12/16/2023,Personal Care,Carrots,2,12.08,24.16,3.62,20.54
12/16/2023,Dairy,Salmon,2,17.75,35.5,7.1,28.4
3/2/2024,Canned Goods,Potatoes,5,4.15,20.75,4.15,16.6
3/2/2024,Dairy,Onions,2,7.01,14.02,2,12.02
11/28/2023,Snacks & Candy,Potatoes,5,21.96,109.8,4.07,105.73
12/14/2023,Snacks & Candy,Rice,3,25.19,75.57,0,75.57
3/8/2024,Produce,Pasta,2,22.89,45.78,3,42.78
3/26/2024,Canned Goods,Salmon,4,15.91,63.64,2.7,60.94
4/5/2025,Snacks & Candy,Eggs,1,5.69,5.69,1.14,4.55
5/13/2024,Beverages,Chicken Breast,1,26.67,26.67,0,26.67
2/14/2024,Beverages,Eggs,5,13.12,65.6,2.74,62.86
11/10/2024,Health & Wellness,Pasta,5,10.34,51.7,3.6,48.1
7/27/2024,Frozen Foods,Carrots,2,24.27,48.54,3.42,45.12
11/20/2023,Beverages,Yogurt,3,27.88,83.64,16.73,66.91
8/12/2023,Beverages,Bananas,3,13.06,39.18,4.97,34.21
4/21/2024,Frozen Foods,Yogurt,2,21.12,42.24,6.34,35.9
4/22/2025,Produce,Salmon,5,5.53,27.65,4.15,23.5
7/13/2024,Bakery,Pasta,3,24.79,74.37,3.92,70.45
7/6/2024,Household Items,Tomatoes,3,17.26,51.78,3.37,48.41
3/27/2024,Bakery,Pasta,2,8.62,17.24,3.35,13.89
11/17/2024,Canned Goods,Pasta,5,20.38,101.9,20.38,81.52
8/13/2024,Bakery,Yogurt,1,27.95,27.95,5.59,22.36
12/22/2023,Beverages,Bananas,3,3.25,9.75,1.95,7.8
4/10/2024,Beverages,Cheese,4,10.48,41.92,8.38,33.54
2/27/2025,Snacks & Candy,Tomatoes,4,21.47,85.88,2.27,83.61
10/27/2024,Household Items,Yogurt,2,28.41,56.82,0,56.82
4/16/2024,Snacks & Candy,Onions,4,15.2,60.8,0,60.8
3/11/2024,Personal Care,Cheese,3,6.15,18.45,1.84,16.61
5/16/2024,Snacks & Candy,Yogurt,5,17.22,86.1,8.61,77.49
7/30/2025,Meat & Seafood,Bananas,2,13.81,27.62,3.34,24.28
11/8/2024,Dairy,Orange Juice,3,15.57,46.71,3.59,43.12
12/24/2023,Snacks & Candy,Milk,3,8.94,26.82,0,26.82
2/21/2025,Household Items,Salmon,4,6.03,24.12,2.48,21.64
2/7/2025,Meat & Seafood,Eggs,1,13.16,13.16,2.77,10.39
7/12/2024,Canned Goods,Chicken Breast,5,9.04,45.2,0,45.2
5/13/2025,Canned Goods,Cereal,2,27.26,54.52,1.06,53.46
5/4/2025,Snacks & Candy,Milk,1,6.59,6.59,0,6.59
1/10/2025,Dairy,Apples,4,2.28,9.12,0,9.12
11/23/2023,Snacks & Candy,Apples,1,10.01,10.01,2.37,7.64
2/10/2024,Household Items,Salmon,1,4.36,4.36,0,4.36
12/30/2024,Meat & Seafood,Cereal,5,19.16,95.8,1.87,93.93
2/12/2025,Beverages,Bread,2,9.92,19.84,0,19.84
4/10/2025,Frozen Foods,Milk,4,21.46,85.84,17.17,68.67
10/3/2023,Snacks & Candy,Ground Beef,2,8.9,17.8,2.67,15.13
11/13/2024,Beverages,Pasta,1,15.2,15.2,2.28,12.92
11/1/2024,Beverages,Apples,1,28.53,28.53,5.71,22.82
9/25/2024,Household Items,Yogurt,4,11.05,44.2,8.84,35.36
7/24/2025,Personal Care,Onions,3,3.62,10.86,1.63,9.23
10/2/2024,Beverages,Pasta,1,27.73,27.73,2.77,24.96
4/12/2025,Beverages,Cereal,3,17.34,52.02,7.8,44.22
2/1/2025,Health & Wellness,Orange Juice,1,5.59,5.59,0.84,4.75
11/10/2024,Meat & Seafood,Orange Juice,3,5.71,17.13,2.76,14.37
10/30/2023,Household Items,Cheese,4,14.72,58.88,0,58.88
12/29/2024,Household Items,Cereal,4,20.67,82.68,16.54,66.14
12/14/2023,Dairy,Cheese,4,23.44,93.76,1.11,92.65
10/17/2024,Meat & Seafood,Rice,5,28.98,144.9,4.01,140.89
3/13/2025,Health & Wellness,Cereal,1,29.13,29.13,4.37,24.76
4/16/2025,Snacks & Candy,Apples,4,1.01,4.04,0.81,3.23
10/28/2023,Frozen Foods,Bread,2,7.84,15.68,3.9,11.78
10/22/2023,Health & Wellness,Onions,3,1.13,3.39,2.88,0.51
1/26/2024,Bakery,Potatoes,4,25.1,100.4,2.55,97.85
3/9/2025,Meat & Seafood,Tomatoes,3,27.03,81.09,2.58,78.51
10/13/2024,Canned Goods,Potatoes,5,1.77,8.85,1.77,7.08
7/18/2024,Canned Goods,Cereal,5,24.86,124.3,3.58,120.72
6/5/2024,Beverages,Yogurt,1,7.12,7.12,1.07,6.05
3/28/2025,Health & Wellness,Apples,4,5.36,21.44,0,21.44
12/2/2023,Produce,Pasta,4,6.2,24.8,2.48,22.32
8/26/2023,Canned Goods,Chicken Breast,4,24.29,97.16,14.57,82.59
10/27/2023,Household Items,Carrots,4,20.89,83.56,0,83.56
6/25/2024,Snacks & Candy,Milk,3,13.31,39.93,4.23,35.7
11/5/2023,Personal Care,Orange Juice,4,21.64,86.56,4.14,82.42
5/3/2024,Personal Care,Tomatoes,1,5.35,5.35,1.07,4.28
4/29/2024,Household Items,Salmon,4,2.4,9.6,4.47,5.13
4/7/2025,Canned Goods,Milk,5,20.9,104.5,15.67,88.83
9/14/2024,Produce,Onions,3,6.17,18.51,2.79,15.72
5/3/2024,Health & Wellness,Milk,5,4.23,21.15,3.95,17.2
10/21/2023,Meat & Seafood,Bread,5,3.73,18.65,0,18.65
2/17/2025,Snacks & Candy,Pasta,3,29.17,87.51,0,87.51
4/10/2024,Household Items,Salmon,1,3.21,3.21,0.64,2.57
3/27/2024,Snacks & Candy,Carrots,1,10.79,10.79,1.08,9.71
4/27/2025,Produce,Apples,3,21.92,65.76,6.58,59.18
8/24/2023,Bakery,Pasta,3,18.84,56.52,0,56.52
12/22/2024,Canned Goods,Potatoes,2,23.05,46.1,0,46.1
1/13/2025,Frozen Foods,Carrots,1,18.52,18.52,0,18.52
7/29/2025,Frozen Foods,Bananas,4,7,28,0,28
9/10/2024,Frozen Foods,Pasta,4,18.36,73.44,1.89,71.55
10/8/2024,Canned Goods,Ground Beef,1,18.72,18.72,2.68,16.04
4/20/2024,Personal Care,Tomatoes,4,27.96,111.84,16.78,95.06
7/30/2024,Canned Goods,Salmon,2,14.39,28.78,5.76,23.02
4/17/2025,Meat & Seafood,Tomatoes,3,12.68,38.04,0,38.04
12/8/2024,Personal Care,Orange Juice,1,7.01,7.01,1.05,5.96
12/29/2023,Canned Goods,Salmon,4,1.85,7.4,2.41,4.99
6/9/2024,Snacks & Candy,Bananas,3,17.13,51.39,5.14,46.25
3/1/2025,Meat & Seafood,Tomatoes,5,28.51,142.55,14.26,128.29
7/21/2024,Bakery,Chicken Breast,5,9.38,46.9,0,46.9
6/4/2024,Personal Care,Cheese,3,22.78,68.34,10.25,58.09
2/4/2025,Health & Wellness,Chicken Breast,3,15.56,46.68,9.34,37.34
1/13/2024,Beverages,Salmon,3,24.95,74.85,14.97,59.88
3/13/2025,Frozen Foods,Bananas,5,25.06,125.3,0,125.3
10/28/2024,Health & Wellness,Chicken Breast,4,17.81,71.24,7.12,64.12
4/18/2025,Health & Wellness,Bananas,5,7.49,37.45,3.28,34.17
12/30/2023,Produce,Cereal,5,8.24,41.2,0,41.2
4/16/2024,Canned Goods,Bananas,5,26.61,133.05,3.05,130
7/27/2024,Meat & Seafood,Salmon,3,21.96,65.88,6.59,59.29
2/26/2024,Canned Goods,Eggs,3,2.87,8.61,2.84,5.77
9/19/2024,Health & Wellness,Salmon,2,24.1,48.2,3.57,44.63
11/12/2024,Meat & Seafood,Ground Beef,4,21.93,87.72,0,87.72
11/23/2024,Health & Wellness,Cheese,5,29.86,149.3,4.13,145.17
11/4/2024,Personal Care,Chicken Breast,5,19.76,98.8,9.88,88.92
5/3/2024,Produce,Rice,4,25.01,100.04,15.01,85.03
5/24/2025,Personal Care,Salmon,4,23.83,95.32,14.3,81.02
11/28/2024,Meat & Seafood,Orange Juice,4,20.03,80.12,8.01,72.11
4/30/2025,Frozen Foods,Chicken Breast,3,19.61,58.83,0,58.83
7/20/2025,Bakery,Pasta,3,9.55,28.65,2.87,25.78
1/10/2025,Household Items,Pasta,5,2.03,10.15,2.15,8
4/6/2024,Canned Goods,Orange Juice,3,9.88,29.64,3.54,26.1
2/8/2024,Beverages,Rice,2,22.56,45.12,9.02,36.1
11/5/2023,Snacks & Candy,Pasta,2,1.8,3.6,0.72,2.88
5/22/2024,Frozen Foods,Orange Juice,5,22.61,113.05,11.3,101.75
9/6/2024,Canned Goods,Eggs,5,25.72,128.6,12.86,115.74
6/26/2024,Health & Wellness,Apples,5,14.97,74.85,3.67,71.18
10/26/2024,Canned Goods,Ground Beef,3,6.98,20.94,4.11,16.83
6/30/2024,Health & Wellness,Yogurt,3,15.45,46.35,0,46.35
8/19/2024,Bakery,Yogurt,3,20.25,60.75,9.11,51.64
1/26/2025,Dairy,Pasta,5,28.88,144.4,2.79,141.61
10/11/2024,Bakery,Ground Beef,3,24.11,72.33,14.47,57.86
8/21/2024,Meat & Seafood,Milk,5,8.7,43.5,0,43.5
11/23/2023,Dairy,Eggs,5,9.77,48.85,9.77,39.08
4/7/2024,Beverages,Chicken Breast,5,26.56,132.8,0,132.8
11/30/2024,Bakery,Potatoes,1,13.81,13.81,3.17,10.64
6/9/2025,Household Items,Potatoes,3,17.5,52.5,3.88,48.62
8/14/2023,Health & Wellness,Yogurt,5,24.36,121.8,2.01,119.79
11/21/2023,Household Items,Pasta,4,19.29,77.16,2.14,75.02
5/1/2025,Frozen Foods,Onions,2,10.88,21.76,0,21.76
10/16/2024,Dairy,Apples,4,1.18,4.72,0.47,4.25
12/26/2024,Meat & Seafood,Bread,4,20.51,82.04,12.31,69.73
6/19/2024,Meat & Seafood,Yogurt,1,23.11,23.11,2.22,20.89
6/24/2024,Beverages,Chicken Breast,3,27.89,83.67,12.55,71.12
8/20/2024,Bakery,Tomatoes,2,25.71,51.42,7.71,43.71
10/10/2023,Beverages,Cheese,3,7.62,22.86,3.43,19.43
4/16/2025,Meat & Seafood,Rice,3,22.06,66.18,6.62,59.56
3/20/2024,Snacks & Candy,Tomatoes,4,1.15,4.6,4.87,-0.27
3/7/2024,Health & Wellness,Eggs,4,23.23,92.92,18.58,74.34
9/27/2024,Frozen Foods,Orange Juice,1,10.32,10.32,1.55,8.77
12/15/2023,Personal Care,Yogurt,2,18.9,37.8,1.3,36.5
10/19/2024,Canned Goods,Potatoes,5,14.62,73.1,0,73.1
10/6/2024,Beverages,Ground Beef,3,29.61,88.83,1.41,87.42
11/2/2023,Frozen Foods,Onions,3,13.7,41.1,4.11,36.99
3/2/2024,Dairy,Cereal,4,24.9,99.6,2.2,97.4
5/7/2025,Personal Care,Bread,4,8.1,32.4,3.12,29.28
10/1/2024,Produce,Eggs,1,26.24,26.24,3.94,22.3
3/19/2025,Bakery,Apples,3,14.57,43.71,6.56,37.15
10/4/2024,Health & Wellness,Pasta,3,18.49,55.47,11.09,44.38
7/2/2024,Health & Wellness,Cheese,4,12.48,49.92,1.24,48.68
2/28/2025,Canned Goods,Bananas,5,13.67,68.35,2.97,65.38
3/25/2024,Health & Wellness,Bread,1,17.38,17.38,1.63,15.75
7/21/2024,Dairy,Salmon,5,19.85,99.25,0,99.25
5/3/2024,Frozen Foods,Salmon,4,26.78,107.12,0,107.12
7/13/2024,Dairy,Apples,5,10.84,54.2,2.61,51.59
3/31/2025,Produce,Tomatoes,1,1.24,1.24,0.25,0.99
1/17/2024,Bakery,Cereal,5,14.26,71.3,4.7,66.6
6/5/2025,Bakery,Eggs,2,9.94,19.88,3.41,16.47
12/13/2023,Meat & Seafood,Onions,3,28.68,86.04,17.21,68.83
4/7/2025,Bakery,Rice,2,13.29,26.58,5.32,21.26
4/29/2025,Produce,Eggs,4,4.56,18.24,2.78,15.46
4/23/2025,Snacks & Candy,Milk,4,13.71,54.84,5.48,49.36
10/22/2024,Dairy,Apples,5,27.48,137.4,27.48,109.92
9/23/2024,Dairy,Potatoes,5,11.38,56.9,11.38,45.52
11/12/2024,Dairy,Carrots,3,14.85,44.55,4.46,40.09
12/15/2023,Produce,Tomatoes,4,12.6,50.4,7.56,42.84
2/3/2025,Frozen Foods,Bread,4,28.42,113.68,22.74,90.94
3/18/2024,Health & Wellness,Tomatoes,4,1.45,5.8,0,5.8
6/3/2025,Produce,Eggs,2,6.13,12.26,1.62,10.64
7/6/2025,Produce,Milk,5,24.26,121.3,18.2,103.1
11/20/2023,Meat & Seafood,Cheese,2,6.05,12.1,0,12.1
7/20/2025,Canned Goods,Chicken Breast,2,1.86,3.72,0.37,3.35
3/9/2024,Frozen Foods,Cereal,1,23.7,23.7,2.37,21.33
2/1/2025,Meat & Seafood,Cheese,1,16.63,16.63,3.33,13.3
2/16/2024,Produce,Orange Juice,2,3.66,7.32,0.73,6.59
2/9/2025,Snacks & Candy,Onions,4,4.89,19.56,2.93,16.63
5/11/2025,Beverages,Pasta,2,10.35,20.7,3.67,17.03
3/20/2025,Beverages,Potatoes,5,6.68,33.4,6.68,26.72
8/21/2024,Health & Wellness,Bread,1,21.79,21.79,4.36,17.43
10/28/2024,Frozen Foods,Apples,3,10.52,31.56,0,31.56
12/6/2024,Personal Care,Pasta,2,10.5,21,3.95,17.05
5/24/2024,Snacks & Candy,Milk,2,29.4,58.8,0,58.8
10/4/2023,Bakery,Apples,4,10.34,41.36,4.14,37.22
6/14/2024,Bakery,Tomatoes,4,29.78,119.12,2.76,116.36
3/11/2025,Health & Wellness,Carrots,3,10.77,32.31,4.85,27.46
1/27/2025,Beverages,Onions,4,20.22,80.88,2.05,78.83
7/25/2024,Snacks & Candy,Bananas,5,4.65,23.25,1.48,21.77
4/17/2024,Meat & Seafood,Orange Juice,3,14.11,42.33,1.73,40.6
6/11/2025,Bakery,Eggs,2,23.49,46.98,3.4,43.58
2/24/2025,Household Items,Carrots,5,2.35,11.75,1.92,9.83
12/12/2024,Meat & Seafood,Orange Juice,2,3.89,7.78,0,7.78
5/28/2025,Personal Care,Cheese,2,9.06,18.12,2.72,15.4
4/16/2025,Personal Care,Cheese,4,14.56,58.24,1.3,56.94
6/10/2024,Health & Wellness,Rice,2,27.76,55.52,4.02,51.5
7/5/2024,Meat & Seafood,Potatoes,2,23.16,46.32,4.63,41.69
8/25/2024,Health & Wellness,Cheese,4,18.14,72.56,1.91,70.65
4/13/2024,Meat & Seafood,Tomatoes,1,22.04,22.04,4.41,17.63
4/25/2024,Meat & Seafood,Pasta,3,1.3,3.9,1.41,2.49
10/28/2024,Bakery,Salmon,3,24.83,74.49,14.9,59.59
10/19/2024,Canned Goods,Pasta,1,12.05,12.05,3.51,8.54
4/10/2025,Household Items,Apples,4,22.99,91.96,4.99,86.97
7/1/2025,Bakery,Potatoes,4,13.22,52.88,7.93,44.95
9/11/2023,Frozen Foods,Carrots,3,13.16,39.48,5.92,33.56
12/5/2024,Produce,Chicken Breast,4,8.03,32.12,2.74,29.38
8/19/2023,Dairy,Potatoes,5,18.58,92.9,3.08,89.82
7/28/2025,Produce,Chicken Breast,5,25.3,126.5,1.38,125.12
7/14/2024,Canned Goods,Cheese,4,21.82,87.28,0,87.28
8/7/2023,Beverages,Carrots,1,28.26,28.26,0,28.26
1/11/2024,Bakery,Apples,1,19.28,19.28,2.89,16.39
6/22/2025,Produce,Salmon,3,11.39,34.17,5.13,29.04
12/8/2023,Frozen Foods,Salmon,1,10.4,10.4,2.08,8.32
10/18/2023,Personal Care,Onions,3,22.47,67.41,13.48,53.93
2/17/2024,Dairy,Cereal,3,18.87,56.61,8.49,48.12
5/21/2024,Dairy,Bread,4,10.06,40.24,4.02,36.22
9/16/2023,Frozen Foods,Potatoes,3,10.76,32.28,6.46,25.82
12/4/2024,Canned Goods,Bananas,1,6.49,6.49,3.15,3.34
2/20/2025,Household Items,Bread,2,3.7,7.4,1.11,6.29
7/5/2024,Canned Goods,Onions,3,12.5,37.5,4.38,33.12
2/3/2025,Household Items,Bread,3,29.97,89.91,17.98,71.93
8/7/2023,Meat & Seafood,Pasta,1,15.33,15.33,3.07,12.26
8/11/2024,Beverages,Yogurt,2,1.35,2.7,2.93,-0.23
11/18/2023,Snacks & Candy,Onions,5,29.94,149.7,29.94,119.76
9/13/2024,Household Items,Tomatoes,5,26.76,133.8,0,133.8
8/14/2023,Frozen Foods,Cheese,3,11.56,34.68,5.2,29.48
1/28/2025,Canned Goods,Bread,2,10.32,20.64,3.32,17.32
5/2/2025,Personal Care,Potatoes,5,10.08,50.4,0,50.4
6/5/2025,Health & Wellness,Onions,2,14.48,28.96,2.9,26.06
1/27/2025,Beverages,Cheese,1,28.63,28.63,2.79,25.84
8/12/2024,Canned Goods,Potatoes,2,2.84,5.68,0,5.68
1/31/2024,Household Items,Pasta,1,21.68,21.68,0,21.68
10/15/2023,Snacks & Candy,Yogurt,4,9.97,39.88,5.98,33.9
10/26/2023,Household Items,Carrots,4,5.17,20.68,4.88,15.8
5/18/2024,Canned Goods,Chicken Breast,1,18.79,18.79,0,18.79
11/21/2023,Bakery,Ground Beef,5,23.43,117.15,3.6,113.55
3/29/2025,Dairy,Cereal,1,3.72,3.72,0.37,3.35
12/17/2024,Beverages,Eggs,3,6.3,18.9,3.78,15.12
9/29/2023,Frozen Foods,Potatoes,1,6.34,6.34,1.27,5.07
10/17/2024,Health & Wellness,Bread,3,14.09,42.27,4.52,37.75
11/23/2024,Personal Care,Milk,3,3.76,11.28,2.31,8.97
7/13/2024,Produce,Orange Juice,1,28.71,28.71,5.74,22.97
2/18/2025,Bakery,Orange Juice,1,26.28,26.28,2.5,23.78
12/6/2024,Beverages,Apples,5,5.31,26.55,3.49,23.06
7/21/2025,Dairy,Rice,3,4.12,12.36,3.07,9.29
11/27/2024,Beverages,Yogurt,5,5.49,27.45,2.75,24.7
6/4/2025,Snacks & Candy,Salmon,1,20.38,20.38,4.08,16.3
10/13/2023,Meat & Seafood,Ground Beef,4,6.45,25.8,3.87,21.93
11/23/2023,Beverages,Chicken Breast,5,3.63,18.15,3.25,14.9
11/6/2024,Personal Care,Tomatoes,5,19.64,98.2,19.64,78.56
5/6/2024,Bakery,Rice,4,12.71,50.84,5.08,45.76
4/7/2024,Beverages,Chicken Breast,3,17.27,51.81,7.77,44.04
2/15/2024,Frozen Foods,Milk,5,25.1,125.5,18.82,106.68
12/19/2024,Meat & Seafood,Cereal,1,16.48,16.48,1.65,14.83
2/15/2024,Canned Goods,Onions,1,24.88,24.88,0,24.88
4/3/2025,Personal Care,Apples,5,11.74,58.7,11.74,46.96
5/26/2025,Beverages,Apples,2,21.65,43.3,4.33,38.97
1/13/2024,Household Items,Bananas,1,27.73,27.73,4.16,23.57
11/20/2024,Bakery,Cereal,2,29.62,59.24,8.89,50.35
12/31/2023,Produce,Eggs,2,18.35,36.7,3.67,33.03
3/23/2024,Bakery,Pasta,4,21.01,84.04,8.4,75.64
4/6/2025,Bakery,Potatoes,3,18.39,55.17,3.78,51.39
8/25/2024,Meat & Seafood,Ground Beef,1,19.48,19.48,1.95,17.53
11/2/2023,Meat & Seafood,Onions,3,5.84,17.52,0,17.52
8/29/2024,Frozen Foods,Onions,3,9.25,27.75,4.04,23.71
9/20/2024,Bakery,Bread,5,25.54,127.7,4.98,122.72
5/13/2024,Beverages,Chicken Breast,1,7.62,7.62,1.52,6.1
11/17/2023,Dairy,Ground Beef,4,18.83,75.32,7.53,67.79
6/5/2025,Health & Wellness,Carrots,2,23.28,46.56,3.28,43.28
5/16/2024,Canned Goods,Pasta,2,11.14,22.28,2.23,20.05
1/18/2025,Meat & Seafood,Rice,5,2.84,14.2,2.13,12.07
3/21/2025,Produce,Salmon,1,25.45,25.45,1.64,23.81
3/27/2025,Canned Goods,Milk,1,20.85,20.85,3.88,16.97
8/19/2023,Canned Goods,Milk,2,27.13,54.26,2.52,51.74
8/17/2023,Snacks & Candy,Chicken Breast,2,23.09,46.18,3.6,42.58
1/21/2024,Household Items,Tomatoes,3,20.87,62.61,0,62.61
7/23/2025,Health & Wellness,Potatoes,5,8.24,41.2,4.12,37.08
4/11/2025,Beverages,Onions,3,7.48,22.44,2.24,20.2
9/3/2024,Meat & Seafood,Orange Juice,1,13.51,13.51,2.84,10.67
12/7/2024,Bakery,Tomatoes,2,25.35,50.7,5.07,45.63
3/24/2025,Snacks & Candy,Salmon,4,13.86,55.44,8.32,47.12
7/1/2024,Canned Goods,Tomatoes,2,21.97,43.94,8.79,35.15
10/10/2023,Household Items,Yogurt,5,11.53,57.65,8.65,49
9/27/2024,Bakery,Tomatoes,2,14.63,29.26,4.39,24.87
3/9/2024,Produce,Yogurt,2,10.78,21.56,0,21.56
4/3/2024,Personal Care,Cheese,2,28.34,56.68,5.67,51.01
9/7/2024,Frozen Foods,Eggs,4,17.67,70.68,14.14,56.54
4/25/2025,Canned Goods,Salmon,2,26.16,52.32,7.85,44.47
9/26/2024,Health & Wellness,Milk,1,23.81,23.81,4.68,19.13
6/5/2024,Canned Goods,Bread,3,28.01,84.03,0,84.03
4/3/2024,Bakery,Rice,1,11.52,11.52,4.62,6.9
2/23/2025,Beverages,Cereal,2,9.39,18.78,3.76,15.02
9/20/2023,Snacks & Candy,Chicken Breast,5,27.39,136.95,3.21,133.74
10/12/2023,Frozen Foods,Ground Beef,1,20.24,20.24,4.02,16.22
11/5/2023,Snacks & Candy,Potatoes,4,14.82,59.28,3.75,55.53
11/24/2024,Beverages,Apples,4,26.92,107.68,0,107.68
4/3/2024,Canned Goods,Bread,3,2.99,8.97,0,8.97
11/7/2023,Meat & Seafood,Chicken Breast,2,28.88,57.76,0,57.76
2/6/2025,Canned Goods,Potatoes,1,19.02,19.02,3.8,15.22
2/1/2025,Frozen Foods,Yogurt,5,9.12,45.6,4.56,41.04
12/12/2023,Meat & Seafood,Milk,2,21.3,42.6,4.26,38.34
5/2/2024,Produce,Pasta,4,20.11,80.44,16.09,64.35
9/11/2024,Household Items,Bananas,3,12.03,36.09,3.61,32.48
12/14/2023,Produce,Pasta,4,10.72,42.88,4.29,38.59
11/13/2023,Meat & Seafood,Orange Juice,3,17.01,51.03,7.65,43.38
2/26/2025,Beverages,Bread,3,25.97,77.91,4.24,73.67
3/28/2025,Bakery,Bread,2,11.82,23.64,4.45,19.19
4/23/2024,Produce,Cereal,5,3.03,15.15,0,15.15
3/5/2024,Health & Wellness,Chicken Breast,5,4.53,22.65,4.53,18.12
9/25/2023,Meat & Seafood,Bread,1,1.1,1.1,0.22,0.88
2/10/2025,Dairy,Tomatoes,3,19.13,57.39,11.48,45.91
8/26/2024,Household Items,Apples,4,9.34,37.36,3.74,33.62
9/6/2024,Personal Care,Bananas,1,6.09,6.09,1.22,4.87
9/19/2023,Household Items,Yogurt,1,21.37,21.37,4.27,17.1
6/4/2025,Bakery,Apples,4,19.41,77.64,2.65,74.99
5/18/2024,Bakery,Cheese,3,24.9,74.7,1.03,73.67
2/21/2024,Frozen Foods,Apples,1,2.78,2.78,0,2.78
7/1/2025,Household Items,Cheese,1,20.54,20.54,4.91,15.63
1/31/2024,Canned Goods,Orange Juice,5,20.66,103.3,0,103.3
8/8/2023,Beverages,Orange Juice,4,11.73,46.92,7.04,39.88
6/3/2025,Bakery,Ground Beef,5,5.94,29.7,2.97,26.73
2/12/2024,Beverages,Cereal,4,14.44,57.76,5.78,51.98
8/7/2024,Meat & Seafood,Tomatoes,4,28.53,114.12,17.12,97
5/30/2024,Health & Wellness,Eggs,4,11.6,46.4,9.28,37.12
12/24/2023,Bakery,Chicken Breast,1,12.34,12.34,1.85,10.49
10/9/2024,Produce,Potatoes,4,5.58,22.32,4.46,17.86
1/28/2024,Beverages,Potatoes,4,13.61,54.44,5.44,49
2/15/2024,Canned Goods,Chicken Breast,1,28.63,28.63,2.16,26.47
7/18/2025,Personal Care,Potatoes,2,13.06,26.12,0,26.12
3/4/2024,Canned Goods,Rice,5,13.43,67.15,2.13,65.02
10/23/2024,Meat & Seafood,Orange Juice,5,29.13,145.65,14.57,131.08
11/7/2023,Snacks & Candy,Ground Beef,2,28.38,56.76,8.51,48.25
1/10/2025,Frozen Foods,Onions,3,17.73,53.19,10.64,42.55
12/24/2023,Health & Wellness,Ground Beef,5,18.66,93.3,9.33,83.97
4/22/2025,Produce,Cereal,5,26.53,132.65,2.29,130.36
9/11/2023,Beverages,Salmon,5,27.1,135.5,2.8,132.7
9/29/2023,Frozen Foods,Eggs,3,25.58,76.74,15.35,61.39
6/9/2025,Health & Wellness,Bananas,3,11.32,33.96,1.58,32.38
3/29/2025,Canned Goods,Potatoes,3,18.53,55.59,0,55.59
4/17/2024,Household Items,Chicken Breast,3,22.26,66.78,4.2,62.58
10/9/2024,Bakery,Tomatoes,4,21.31,85.24,12.79,72.45
8/13/2023,Bakery,Eggs,3,1.72,5.16,2.47,2.69
1/9/2024,Beverages,Tomatoes,5,5.54,27.7,4.75,22.95
10/17/2024,Frozen Foods,Yogurt,5,14.14,70.7,10.61,60.09
3/3/2025,Dairy,Milk,3,17.01,51.03,7.65,43.38
8/1/2024,Personal Care,Bananas,4,19.73,78.92,11.84,67.08
11/8/2024,Health & Wellness,Rice,3,17.39,52.17,1.22,50.95
3/29/2025,Beverages,Bread,1,5.05,5.05,0,5.05
2/25/2025,Dairy,Orange Juice,3,10.8,32.4,2.97,29.43
3/19/2025,Produce,Carrots,4,19.6,78.4,4.29,74.11
12/1/2023,Beverages,Apples,1,23.11,23.11,4.62,18.49
7/31/2025,Produce,Onions,1,2.51,2.51,0.25,2.26
8/25/2023,Produce,Ground Beef,2,28.54,57.08,2.28,54.8
9/30/2024,Health & Wellness,Tomatoes,1,15.79,15.79,3.68,12.11
12/12/2024,Personal Care,Bread,1,6.79,6.79,1.36,5.43
4/23/2024,Produce,Orange Juice,1,17.86,17.86,1.79,16.07
3/18/2025,Meat & Seafood,Onions,1,27.53,27.53,4.13,23.4
5/27/2025,Canned Goods,Carrots,4,5.63,22.52,3.38,19.14
